Unique Key,Created Date,Closed Date,Agency,Agency Name,Complaint Type,Descriptor,Location Type,Incident Zip,Incident Address,Street Name,Cross Street 1,Cross Street 2,Intersection Street 1,Intersection Street 2,Address Type,City,Landmark,Facility Type,Status,Due Date,Resolution Description,Resolution Action Updated Date,Community Board,BBL,Borough,X Coordinate (State Plane),Y Coordinate (State Plane),Open Data Channel Type,Park Facility Name,Park Borough,Vehicle Type,Taxi Company Borough,Taxi Pick Up Location,Bridge Highway Name,Bridge Highway Direction,Road Ramp,Bridge Highway Segment,Latitude,Longitude,Location,Zip Codes,Community Districts,Borough Boundaries,City Council Districts,Police Precincts,Category
45044033,2019-11-29T09:49:09.000,,DOT,Department of Transportation,Street Condition,Pothole,,11230,1570 EAST   14 STREET,EAST   14 STREET,AVENUE O,AVENUE P,,,ADDRESS,BROOKLYN,,,Open,,The Department of Transportation referred this complaint to the appropriate Maintenance Unit for repair.,2019-11-29T09:49:09.000,14 BROOKLYN,3067600035,BROOKLYN,995437,161966,UNKNOWN,Unspecified,BROOKLYN,,,,,,,,40.611228579028655,-73.95970827,"{'longitude': '-73.95970827010638', 'latitude': '40.611228579028655', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",13513,60,2,15,43,Street Condition
45047245,2019-11-29T09:45:10.000,,DOT,Department of Transportation,Street Condition,Cave-in,Bike Lane,11354,32-10 157 STREET,157 STREET,32 AVENUE,33 AVENUE,32 AVENUE,33 AVENUE,,FLUSHING,157 STREET,,In Progress,,,,07 QUEENS,4048570031,QUEENS,1037577,219649,PHONE,Unspecified,QUEENS,,,,,,,,40.76940129438373,-73.80747816,"{'longitude': '-73.80747816200547', 'latitude': '40.76940129438373', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",13832,22,3,20,67,Street Condition
45046386,2019-11-29T09:03:07.000,,DOT,Department of Transportation,Street Condition,Blocked - Construction,Street,11219,941 50 STREET,50 STREET,9 AVENUE,10 AVENUE,9 AVENUE,10 AVENUE,,BROOKLYN,50 STREET,,In Progress,,,,12 BROOKLYN,3056380061,BROOKLYN,984100,172158,PHONE,Unspecified,BROOKLYN,,,,,,,,40.639210542385605,-74.00054047,"{'longitude': '-74.00054047498362', 'latitude': '40.639210542385605', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",17621,2,2,7,39,Street Condition
45048857,2019-11-29T08:41:24.000,,DOT,Department of Transportation,Street Condition,Pothole,,11373,92-59 59 AVENUE,59 AVENUE,92 STREET,94 STREET,,,ADDRESS,Elmhurst,,,Open,,The Department of Transportation referred this complaint to the appropriate Maintenance Unit for repair.,2019-11-29T08:41:24.000,04 QUEENS,4018600102,QUEENS,1020626,206819,UNKNOWN,Unspecified,QUEENS,,,,,,,,40.734272234728465,-73.86874418,"{'longitude': '-73.86874417699752', 'latitude': '40.734272234728465', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",14784,66,3,5,68,Street Condition
45046449,2019-11-29T08:24:36.000,2019-11-29T08:52:52.000,DOT,Department of Transportation,Street Condition,Blocked - Construction,Street,10009,EAST   14 STREET,EAST   14 STREET,1 AVENUE,AVENUE A,1 AVENUE,AVENUE A,,,,,Closed,,The Department of Transportation inspected the condition you reported and found that the condition m,2019-11-29T13:52:56.000,Unspecified MANHATTAN,,MANHATTAN,,,UNKNOWN,Unspecified,MANHATTAN,,,,,,,,,,,,,,,,Street Condition
45044966,2019-11-29T08:21:47.000,2019-11-29T13:40:24.000,DOT,Department of Transportation,Street Condition,Cave-in,Street,10003,BROADWAY,BROADWAY,EAST    9 STREET,EAST   10 STREET,EAST    9 STREET,EAST   10 STREET,,,,,Closed,,The Department of Transportation inspected and has requested the Department of Environmental Protect,2019-11-29T18:40:27.000,Unspecified MANHATTAN,,MANHATTAN,,,UNKNOWN,Unspecified,MANHATTAN,,,,,,,,,,,,,,,,Street Condition
45044964,2019-11-29T08:18:29.000,2019-11-29T13:27:20.000,DOT,Department of Transportation,Street Condition,Cave-in,Street,10013,BAYARD STREET,BAYARD STREET,BAYARD STREET,MULBERRY STREET,BAYARD STREET,MULBERRY STREET,,,,,Closed,,The Department of Transportation inspected the location for the condition you reported and could not,2019-11-29T18:27:24.000,03 MANHATTAN,,MANHATTAN,984438,200105,UNKNOWN,Unspecified,MANHATTAN,,,,,,,,40.71591873545513,-73.99932183,"{'longitude': '-73.99932182508893', 'latitude': '40.71591873545513', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",12076,70,4,32,2,Street Condition
45043264,2019-11-29T08:16:47.000,,DOT,Department of Transportation,Street Condition,Blocked - Construction,Bike Lane,11203,3719 CHURCH AVENUE,CHURCH AVENUE,EAST   37 STREET,EAST   38 STREET,EAST   37 STREET,EAST   38 STREET,,BROOKLYN,CHURCH AVENUE,,In Progress,,,,17 BROOKLYN,3048740032,BROOKLYN,1000187,176507,PHONE,Unspecified,BROOKLYN,,,,,,,,40.65113327045725,-73.94256607,"{'longitude': '-73.94256606851032', 'latitude': '40.65113327045725', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",16866,61,2,17,40,Street Condition
45046382,2019-11-29T08:06:25.000,,DOT,Department of Transportation,Street Condition,Cave-in,Street,11377,41-02 73 STREET,73 STREET,41 AVENUE,WOODSIDE AVENUE,41 AVENUE,WOODSIDE AVENUE,,WOODSIDE,73 STREET,,In Progress,,The Department of Transportation will inspect the condition and will determine the next action.,2019-11-29T17:06:48.000,04 QUEENS,4013120025,QUEENS,1014190,210631,UNKNOWN,Unspecified,QUEENS,,,,,,,,40.74475934843618,-73.89195026,"{'longitude': '-73.89195025678386', 'latitude': '40.74475934843618', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",14787,66,3,5,68,Street Condition
45043574,2019-11-29T08:03:20.000,,DOT,Department of Transportation,Street Condition,Cave-in,Street,11420,124-03 152 AVENUE,152 AVENUE,124 STREET,125 STREET,124 STREET,125 STREET,,SOUTH OZONE PARK,152 AVENUE,,In Progress,,The Department of Transportation will inspect the condition and will determine the next action.,2019-11-29T17:17:55.000,10 QUEENS,4118930009,QUEENS,1035046,181279,UNKNOWN,Unspecified,QUEENS,,,,,,,,40.66409999217485,-73.81690513,"{'longitude': '-73.81690512506967', 'latitude': '40.66409999217485', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",24016,62,3,46,64,Street Condition
45044034,2019-11-29T07:27:20.000,,DOT,Department of Transportation,Street Condition,Pothole,,11377,,,,,41 AVENUE,73 STREET,INTERSECTION,Woodside,,,Open,,The Department of Transportation referred this complaint to the appropriate Maintenance Unit for repair.,2019-11-29T07:27:20.000,04 QUEENS,,QUEENS,1014175,210758,UNKNOWN,Unspecified,QUEENS,,,,,,,,40.74510798214991,-73.89200382,"{'longitude': '-73.89200382480834', 'latitude': '40.74510798214991', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",14787,66,3,5,68,Street Condition
45048337,2019-11-29T05:38:52.000,,DOT,Department of Transportation,Street Condition,Blocked - Construction,Street,11215,3 AVENUE,3 AVENUE,3 AVENUE,PROSPECT AVENUE,3 AVENUE,PROSPECT AVENUE,,,,,In Progress,,,,07 BROOKLYN,,BROOKLYN,985676,182226,ONLINE,Unspecified,BROOKLYN,,,,,,,,40.666844893217565,-73.99485976,"{'longitude': '-73.99485975576329', 'latitude': '40.666844893217565', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",17617,9,2,27,45,Street Condition
45034992,2019-11-29T01:01:06.000,,DOT,Department of Transportation,Street Condition,Defective Hardware,Street,10011,238 WEST   16 STREET,WEST   16 STREET,7 AVENUE,8 AVENUE,7 AVENUE,8 AVENUE,,NEW YORK,WEST   16 STREET,,In Progress,,The Department of Transportation will inspect the condition and will determine the next action.,2019-11-29T12:58:13.000,04 MANHATTAN,,MANHATTAN,984273,209017,ONLINE,Unspecified,MANHATTAN,,,,,,,,40.74038000347538,-73.999917,"{'longitude': '-73.9999170013321', 'latitude': '40.74038000347538', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",12074,12,4,10,6,Street Condition
45041165,2019-11-29T00:52:18.000,,DOT,Department of Transportation,Street Condition,Plate Condition - Noisy,Street,11208,413 RIDGEWOOD AVENUE,RIDGEWOOD AVENUE,PINE STREET,CRESCENT STREET,PINE STREET,CRESCENT STREET,,BROOKLYN,RIDGEWOOD AVENUE,,In Progress,,The Department of Transportation will inspect the condition and will determine the next action.,2019-11-30T01:08:48.000,05 BROOKLYN,,BROOKLYN,1019343,188952,ONLINE,Unspecified,BROOKLYN,,,,,,,,40.685236793119344,-73.87346676,"{'longitude': '-73.87346675562819', 'latitude': '40.685236793119344', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",17215,45,2,37,47,Street Condition
45038714,2019-11-29T00:40:30.000,2019-11-29T08:49:16.000,DOT,Department of Transportation,Street Condition,Failed Street Repair,Street,10009,123 EAST    3 STREET,EAST    3 STREET,1 AVENUE,AVENUE A,1 AVENUE,AVENUE A,,NEW YORK,EAST    3 STREET,,Closed,,The Department of Transportation inspected and has requested the Department of Environmental Protect,2019-11-29T13:49:21.000,03 MANHATTAN,1004310014,MANHATTAN,988042,203083,ONLINE,Unspecified,MANHATTAN,,,,,,,,40.724091817345474,-73.98631939,"{'longitude': '-73.98631939012591', 'latitude': '40.724091817345474', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",11729,70,4,50,5,Street Condition
45052358,2019-11-29T00:00:10.000,2019-11-30T20:50:00.000,DOT,Department of Transportation,Street Condition,Pothole,,11223,455 AVENUE X,AVENUE X,EAST    4 STREET,OCEAN PARKWAY,,,ADDRESS,BROOKLYN,,,Closed,,The Department of Transportation inspected this complaint and repaired the problem.,2019-11-30T20:50:00.000,15 BROOKLYN,3071800077,BROOKLYN,993634,154593,UNKNOWN,Unspecified,BROOKLYN,,,,,,,,40.59099328466713,-73.9662123,"{'longitude': '-73.9662122985559', 'latitude': '40.59099328466713', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,Street Condition
45039508,2019-11-28T21:18:18.000,,DOT,Department of Transportation,Street Condition,Plate Condition - Noisy,Street,10019,8 AVENUE,8 AVENUE,8 AVENUE,WEST   51 STREET,8 AVENUE,WEST   51 STREET,,,,,In Progress,,The Department of Transportation will inspect the condition and will determine the next action.,2019-11-29T13:06:35.000,04 MANHATTAN,,MANHATTAN,988226,217228,ONLINE,Unspecified,MANHATTAN,,,,,,,,40.76291622716406,-73.9856472,"{'longitude': '-73.98564720153576', 'latitude': '40.76291622716406', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",12081,12,4,10,10,Street Condition
45035787,2019-11-28T21:08:01.000,2019-11-29T14:49:22.000,DOT,Department of Transportation,Street Condition,Blocked - Construction,Street,10024,226 WEST   78 STREET,WEST   78 STREET,AMSTERDAM AVENUE,BROADWAY,AMSTERDAM AVENUE,BROADWAY,,NEW YORK,WEST   78 STREET,,Closed,,The Department of Transportation inspected the condition you reported and found that the condition m,2019-11-29T19:49:24.000,07 MANHATTAN,1011690042,MANHATTAN,989872,224483,ONLINE,Unspecified,MANHATTAN,,,,,,,,40.78282841054026,-73.9796993,"{'longitude': '-73.97969930475057', 'latitude': '40.78282841054026', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",12421,20,4,19,12,Street Condition
45040472,2019-11-28T20:13:27.000,2019-11-29T13:22:26.000,DOT,Department of Transportation,Street Condition,Blocked - Construction,Street,10021,EAST   69 STREET,EAST   69 STREET,3 AVENUE,2 AVENUE,3 AVENUE,2 AVENUE,,,,,Closed,,The Department of Transportation inspected the condition you reported and found that the condition m,2019-11-29T18:22:30.000,Unspecified MANHATTAN,,MANHATTAN,,,PHONE,Unspecified,MANHATTAN,,,,,,,,,,,,,,,,Street Condition
45054993,2019-11-28T15:45:44.000,2019-11-29T22:30:00.000,DOT,Department of Transportation,Street Condition,Pothole,,11206,,,,,DEBEVOISE STREET,HUMBOLDT STREET,INTERSECTION,BROOKLYN,,,Closed,,The Department of Transportation inspected this complaint and repaired the problem.,2019-11-29T22:30:00.000,01 BROOKLYN,,BROOKLYN,1000735,194966,UNKNOWN,Unspecified,BROOKLYN,,,,,,,,40.70179804436484,-73.94054603,"{'longitude': '-73.94054603053874', 'latitude': '40.70179804436484', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,Street Condition
45054992,2019-11-28T15:44:43.000,2019-11-29T22:15:00.000,DOT,Department of Transportation,Street Condition,Pothole,,11206,SEIGEL STREET,SEIGEL STREET,GRAHAM AVENUE,HUMBOLDT STREET,,,BLOCKFACE,BROOKLYN,,,Closed,,The Department of Transportation inspected this complaint and repaired the problem.,2019-11-29T22:15:00.000,01 BROOKLYN,,BROOKLYN,,,UNKNOWN,Unspecified,BROOKLYN,,,,,,,,,,,,,,,,Street Condition
45054374,2019-11-28T15:43:18.000,2019-11-29T21:55:00.000,DOT,Department of Transportation,Street Condition,Pothole,,11211,,,,,METROPOLITAN AVENUE,ORIENT AVENUE,INTERSECTION,BROOKLYN,,,Closed,,The Department of Transportation inspected this complaint and repaired the problem.,2019-11-29T21:55:00.000,01 BROOKLYN,,BROOKLYN,1000516,199670,UNKNOWN,Unspecified,BROOKLYN,,,,,,,,40.71470981,-73.9413245,"{'longitude': '-73.94132450080205', 'latitude': '40.7147098137159', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,Street Condition
45054991,2019-11-28T15:42:15.000,2019-11-29T21:10:00.000,DOT,Department of Transportation,Street Condition,Pothole,,11201,,,,,PRINCE STREET,TILLARY STREET,INTERSECTION,BROOKLYN,,,Closed,,The Department of Transportation inspected this complaint and repaired the problem.,2019-11-29T21:10:00.000,02 BROOKLYN,,BROOKLYN,989133,192831,UNKNOWN,Unspecified,BROOKLYN,,,,,,,,40.69595197545211,-73.98239076,"{'longitude': '-73.98239076393166', 'latitude': '40.69595197545211', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,Street Condition
45053040,2019-11-28T15:41:17.000,2019-11-29T20:45:00.000,DOT,Department of Transportation,Street Condition,Pothole,,11217,36 5 AVENUE,5 AVENUE,BERGEN STREET,DEAN STREET,,,ADDRESS,BROOKLYN,,,Closed,,The Department of Transportation inspected this complaint and repaired the problem.,2019-11-29T20:45:00.000,06 BROOKLYN,3009300038,BROOKLYN,990702,187722,UNKNOWN,Unspecified,BROOKLYN,,,,,,,,40.68192794036252,-73.97673748,"{'longitude': '-73.9767374772674', 'latitude': '40.68192794036252', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,Street Condition
45053111,2019-11-28T15:40:06.000,2019-11-29T16:20:00.000,DOT,Department of Transportation,Street Condition,Pothole,,11377,BROOKLYN QNS EXPRESSWAY,BROOKLYN QNS EXPRESSWAY,47 STREET,48 STREET,,,BLOCKFACE,Woodside,,,Closed,,The Department of Transportation inspected this complaint and repaired the problem.,2019-11-29T16:20:00.000,Unspecified QUEENS,,QUEENS,1010771,218616,UNKNOWN,Unspecified,QUEENS,,,,,,,,40.76668704176683,-73.9042575,"{'longitude': '-73.90425749647586', 'latitude': '40.76668704176683', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,Street Condition
45054994,2019-11-28T15:38:20.000,2019-11-29T15:55:00.000,DOT,Department of Transportation,Street Condition,Pothole,,11102,ASTORIA BOULEVARD,ASTORIA BOULEVARD,12 STREET,14 STREET,,,BLOCKFACE,Astoria,,,Closed,,The Department of Transportation inspected this complaint and repaired the problem.,2019-11-29T15:55:00.000,01 QUEENS,,QUEENS,1003760,220593,UNKNOWN,Unspecified,QUEENS,,,,,,,,40.772131643406595,-73.9295619,"{'longitude': '-73.92956190226768', 'latitude': '40.772131643406595', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,Street Condition
45034703,2019-11-28T15:21:55.000,,DOT,Department of Transportation,Street Condition,Failed Street Repair,Street,10472,1210 ELDER AVENUE,ELDER AVENUE,WESTCHESTER AVENUE,EAST  172 STREET,WESTCHESTER AVENUE,EAST  172 STREET,,BRONX,ELDER AVENUE,,In Progress,,The Department of Transportation will inspect the condition and will determine the next action.,2019-11-29T19:12:33.000,09 BRONX,2037730010,BRONX,1017655,241382,ONLINE,Unspecified,BRONX,,,,,,,,40.82915012177189,-73.87929259,"{'longitude': '-73.8792925933421', 'latitude': '40.82915012177189', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",11610,58,5,31,26,Street Condition
45034428,2019-11-28T15:14:35.000,,DOT,Department of Transportation,Street Condition,Failed Street Repair,Street,11372,70-35 BROADWAY,BROADWAY,BROOKLYN QUEENS EXPWY ET   40 EB,72 STREET,BROOKLYN QUEENS EXPWY ET   40 EB,72 STREET,,JACKSON HEIGHTS,BROADWAY,,In Progress,,The Department of Transportation will inspect the condition and will determine the next action.,2019-11-29T17:05:25.000,03 QUEENS,4012820175,QUEENS,1013430,211839,ONLINE,Unspecified,QUEENS,,,,,,,,40.74807754333447,-73.89468776,"{'longitude': '-73.89468775860277', 'latitude': '40.74807754333447', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",14783,65,3,5,73,Street Condition
45045084,2019-11-28T14:42:35.000,2019-11-29T13:42:00.000,DOT,Department of Transportation,Street Condition,Pothole,,11104,,,,,QUEENS BOULEVARD,43 STREET,INTERSECTION,Sunnyside,,,Closed,,The Department of Transportation inspected this complaint and repaired the problem.,2019-11-29T13:42:00.000,02 QUEENS,,QUEENS,1006008,210157,UNKNOWN,Unspecified,QUEENS,,,,,,,,40.74348225341319,-73.92147959,"{'longitude': '-73.92147959362389', 'latitude': '40.74348225341319', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",16861,53,3,33,66,Street Condition
45047415,2019-11-28T14:41:40.000,2019-11-29T13:17:00.000,DOT,Department of Transportation,Street Condition,Pothole,,11104,,,,,39 STREET,SKILLMAN AVENUE,INTERSECTION,Sunnyside,,,Closed,,The Department of Transportation inspected this complaint and repaired the problem.,2019-11-29T13:17:00.000,02 QUEENS,,QUEENS,1004902,211595,UNKNOWN,Unspecified,QUEENS,,,,,,,,40.747431853681626,-73.92546652,"{'longitude': '-73.92546651582227', 'latitude': '40.747431853681626', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",16861,53,3,33,66,Street Condition
45047401,2019-11-28T14:41:11.000,2019-11-29T13:00:00.000,DOT,Department of Transportation,Street Condition,Pothole,,11101,37-31 32 STREET,32 STREET,37 AVENUE,38 AVENUE,,,ADDRESS,Long Island City,,,Closed,,The Department of Transportation inspected this complaint and repaired the problem.,2019-11-29T13:00:00.000,01 QUEENS,4003740005,QUEENS,1003468,214030,UNKNOWN,Unspecified,QUEENS,,,,,,,,40.754118544148305,-73.93063489,"{'longitude': '-73.93063488960354', 'latitude': '40.754118544148305', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",16858,39,3,33,72,Street Condition
45045897,2019-11-28T14:40:44.000,2019-11-29T11:36:00.000,DOT,Department of Transportation,Street Condition,Pothole,,11106,,,,,33 STREET,36 AVENUE,INTERSECTION,Astoria,,,Closed,,The Department of Transportation inspected this complaint and repaired the problem.,2019-11-29T11:36:00.000,01 QUEENS,,QUEENS,1004155,214656,UNKNOWN,Unspecified,QUEENS,,,,,,,,40.755835234524845,-73.92815339,"{'longitude': '-73.9281533918047', 'latitude': '40.755835234524845', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",16863,39,3,33,72,Street Condition
45048252,2019-11-28T14:40:16.000,2019-11-29T11:29:00.000,DOT,Department of Transportation,Street Condition,Pothole,,11106,33-11 36 AVENUE,36 AVENUE,33 STREET,34 STREET,,,ADDRESS,Astoria,,,Closed,,The Department of Transportation inspected this complaint and repaired the problem.,2019-11-29T11:29:00.000,01 QUEENS,4006060051,QUEENS,1004206,214628,UNKNOWN,Unspecified,QUEENS,,,,,,,,40.75575827,-73.92796939,"{'longitude': '-73.92796939174656', 'latitude': '40.7557582667208', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",16863,39,3,33,72,Street Condition
45044243,2019-11-28T14:39:50.000,2019-11-29T11:19:00.000,DOT,Department of Transportation,Street Condition,Pothole,,11106,,,,,35 STREET,36 AVENUE,INTERSECTION,Astoria,,,Closed,,The Department of Transportation inspected this complaint and repaired the problem.,2019-11-29T11:19:00.000,01 QUEENS,,QUEENS,1004598,214383,UNKNOWN,Unspecified,QUEENS,,,,,,,,40.75508491087392,-73.92655522,"{'longitude': '-73.92655522112054', 'latitude': '40.75508491087392', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",16863,39,3,33,72,Street Condition
45045906,2019-11-28T14:39:25.000,2019-11-29T10:15:00.000,DOT,Department of Transportation,Street Condition,Pothole,,11102,,,,,28 STREET,HOYT AVENUE,INTERSECTION,Astoria,,,Closed,,The Department of Transportation inspected this complaint and repaired the problem.,2019-11-29T10:15:00.000,01 QUEENS,,QUEENS,1006714,220542,UNKNOWN,Unspecified,QUEENS,,,,,,,,40.77198465,-73.91889708,"{'longitude': '-73.91889707891568', 'latitude': '40.7719846484986', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",16859,39,3,4,72,Street Condition
45047400,2019-11-28T14:38:58.000,2019-11-29T09:36:00.000,DOT,Department of Transportation,Street Condition,Pothole,,11373,77-23 QUEENS BOULEVARD,QUEENS BOULEVARD,ALBION AVENUE,IRELAND STREET,,,ADDRESS,Elmhurst,,,Closed,,The Department of Transportation inspected this complaint and repaired the problem.,2019-11-29T09:36:00.000,04 QUEENS,4015360105,QUEENS,1015773,208337,UNKNOWN,Unspecified,QUEENS,,,,,,,,40.73845739396348,-73.88624816,"{'longitude': '-73.88624816317216', 'latitude': '40.73845739396348', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",14784,66,3,5,68,Street Condition
45048983,2019-11-28T14:38:30.000,2019-11-29T09:29:00.000,DOT,Department of Transportation,Street Condition,Pothole,,11373,,,,,ALBION AVENUE,QUEENS BOULEVARD,INTERSECTION,Elmhurst,,,Closed,,The Department of Transportation inspected this complaint and repaired the problem.,2019-11-29T09:29:00.000,04 QUEENS,,QUEENS,1015955,208289,UNKNOWN,Unspecified,QUEENS,,,,,,,,40.73832499539998,-73.88559164,"{'longitude': '-73.88559163684033', 'latitude': '40.73832499539998', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",14784,66,3,5,68,Street Condition
45043514,2019-11-28T14:37:56.000,2019-11-29T09:10:00.000,DOT,Department of Transportation,Street Condition,Pothole,,11373,,,,,CORNISH AVENUE,QUEENS BOULEVARD,INTERSECTION,Elmhurst,,,Closed,,The Department of Transportation inspected this complaint and repaired the problem.,2019-11-29T09:10:00.000,04 QUEENS,,QUEENS,1016435,208171,UNKNOWN,Unspecified,QUEENS,,,,,,,,40.737999381163945,-73.88386011,"{'longitude': '-73.88386011022413', 'latitude': '40.737999381163945', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",14784,66,3,5,68,Street Condition
45034514,2019-11-28T14:32:34.000,2019-11-29T08:35:00.000,DOT,Department of Transportation,Street Condition,Pothole,,11205,378 PARK AVENUE,PARK AVENUE,CLASSON AVENUE,EMERSON PLACE,,,ADDRESS,BROOKLYN,,,Closed,,The Department of Transportation inspected this complaint and repaired the problem.,2019-11-29T08:35:00.000,02 BROOKLYN,3018950033,BROOKLYN,994859,192917,UNKNOWN,Unspecified,BROOKLYN,,,,,,,,40.696183013605086,-73.96174134,"{'longitude': '-73.96174133985082', 'latitude': '40.696183013605086', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",17212,68,2,48,55,Street Condition
45045862,2019-11-28T14:31:04.000,2019-11-29T13:25:00.000,DOT,Department of Transportation,Street Condition,Pothole,,,,,,,JAMAICA AVE,193 ST,INTERSECTION,,,,Closed,,The Department of Transportation inspected this complaint and repaired the problem.,2019-11-29T13:25:00.000,Unspecified QUEENS,,QUEENS,,,UNKNOWN,Unspecified,QUEENS,,,,,,,,,,,,,,,,Street Condition
45047414,2019-11-28T14:30:32.000,2019-11-29T12:45:00.000,DOT,Department of Transportation,Street Condition,Pothole,,11428,207 STREET,207 STREET,90 AVENUE,93 AVENUE,,,BLOCKFACE,Queens Village,,,Closed,,The Department of Transportation inspected this complaint and repaired the problem.,2019-11-29T12:45:00.000,13 QUEENS,,QUEENS,1051972,200810,UNKNOWN,Unspecified,QUEENS,,,,,,,,40.717594590939264,-73.75569907,"{'longitude': '-73.75569906558641', 'latitude': '40.717594590939264', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",24337,63,3,16,63,Street Condition
45045079,2019-11-28T14:29:49.000,2019-11-29T12:25:00.000,DOT,Department of Transportation,Street Condition,Pothole,,11427,221-03 BRADDOCK AVENUE,BRADDOCK AVENUE,221 PLACE,221 STREET,,,ADDRESS,Queens Village,,,Closed,,The Department of Transportation inspected this complaint and repaired the problem.,2019-11-29T12:25:00.000,13 QUEENS,4079450025,QUEENS,1055955,205223,UNKNOWN,Unspecified,QUEENS,,,,,,,,40.72967576818125,-73.74128382,"{'longitude': '-73.74128382012826', 'latitude': '40.72967576818125', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",24336,63,3,16,63,Street Condition
45043510,2019-11-28T14:29:19.000,2019-11-29T11:25:00.000,DOT,Department of Transportation,Street Condition,Pothole,,11427,225-02 HILLSIDE AVENUE,HILLSIDE AVENUE,88 AVENUE,229 STREET,,,ADDRESS,Queens Village,,,Closed,,The Department of Transportation inspected this complaint and repaired the problem.,2019-11-29T11:25:00.000,13 QUEENS,4079430200,QUEENS,1055913,205984,UNKNOWN,Unspecified,QUEENS,,,,,,,,40.73176485810132,-73.74142725,"{'longitude': '-73.74142725296475', 'latitude': '40.73176485810132', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",24336,63,3,16,63,Street Condition
45045896,2019-11-28T14:28:45.000,2019-11-29T09:56:00.000,DOT,Department of Transportation,Street Condition,Pothole,,11413,138-49 225 STREET,225 STREET,138 AVENUE,139 AVENUE,,,ADDRESS,Springfield Gardens,,,Closed,,The Department of Transportation inspected this complaint and repaired the problem.,2019-11-29T09:56:00.000,13 QUEENS,4131390012,QUEENS,1054048,184155,UNKNOWN,Unspecified,QUEENS,,,,,,,,40.67186453179246,-73.74838271,"{'longitude': '-73.74838270504158', 'latitude': '40.67186453179246', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",15313,63,3,47,63,Street Condition
45048993,2019-11-28T14:28:10.000,2019-11-29T09:40:00.000,DOT,Department of Transportation,Street Condition,Pothole,,11413,139-47 225 STREET,225 STREET,139 AVENUE,141 AVENUE,,,ADDRESS,Springfield Gardens,,,Closed,,The Department of Transportation inspected this complaint and repaired the problem.,2019-11-29T09:40:00.000,13 QUEENS,4131510008,QUEENS,1053777,183580,UNKNOWN,Unspecified,QUEENS,,,,,,,,40.67028842,-73.74936557,"{'longitude': '-73.74936556806372', 'latitude': '40.6702884244227', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",15313,63,3,47,63,Street Condition
